date, value
2018-11-16,56.5920
2018-11-19,57.1120
2018-11-20,53.4300
2018-11-21,54.6300
2018-11-23,50.4200
2018-11-26,51.6300
2018-11-27,51.5600
2018-11-28,50.2900
2018-11-29,51.4500
2018-11-30,50.9300
2018-12-03,52.9500
2018-12-04,53.2500
2018-12-05,52.8900
2018-12-06,51.4900
2018-12-07,52.6100
2018-12-10,51.0000
2018-12-11,51.6500
2018-12-12,51.1500
2018-12-13,52.5800
2018-12-14,51.2540
2018-12-17,50.0080
2018-12-18,46.4560
2018-12-19,47.9760
2018-12-20,45.8800
2018-12-21,45.5900
2018-12-24,42.5300
2018-12-26,46.2200
2018-12-27,44.6100
2018-12-28,45.3300
2018-12-31,45.4100
2019-01-02,46.5400
2019-01-03,47.0900
2019-01-04,47.9600
2019-01-07,48.5200
2019-01-08,49.7800
2019-01-09,52.3600
2019-01-10,52.5900
2019-01-11,51.5900
2019-01-14,50.5100
2019-01-15,52.1100
2019-01-16,52.3700
2019-01-17,52.1860
2019-01-18,53.9440
2019-01-22,52.9220
2019-01-23,52.6200
2019-01-24,53.1300
2019-01-25,53.6900
2019-01-28,51.9900
2019-01-29,53.3100
2019-01-30,54.2300
2019-01-31,53.7900
2019-02-01,55.2600
2019-02-04,54.5600
2019-02-05,53.6600
2019-02-06,54.0100
2019-02-07,52.6400
2019-02-08,52.7200
2019-02-11,52.4100
2019-02-12,53.1000
2019-02-13,53.9000
2019-02-14,54.4860
2019-02-15,55.7460
2019-02-19,56.3060
2019-02-20,57.1120
2019-02-21,56.9600
2019-02-22,57.2600
2019-02-25,55.4800
2019-02-26,55.5000
2019-02-27,56.9400
2019-02-28,57.2200
2019-03-01,55.8000
2019-03-04,56.5900
2019-03-05,56.5600
2019-03-06,56.2200
2019-03-07,56.6600
2019-03-08,56.0700
2019-03-11,56.7900
2019-03-12,56.8700
2019-03-13,58.2600
2019-03-14,58.6100
2019-03-15,58.5800
2019-03-18,59.2060
2019-03-19,59.1860
2019-03-20,60.1500
2019-03-21,59.9800
2019-03-22,59.0400
2019-03-25,58.8200
2019-03-26,59.9400
2019-03-27,59.4100
2019-03-28,59.3000
2019-03-29,60.1400
2019-04-01,61.5900
2019-04-02,62.5800
2019-04-03,62.4600
2019-04-04,62.1000
2019-04-05,63.0800
2019-04-08,64.4000
2019-04-09,63.9800
2019-04-10,64.6100
2019-04-11,63.5800
2019-04-12,63.8900
2019-04-15,63.4000
2019-04-16,64.0780
2019-04-17,63.8040
2019-04-18,64.0420
2019-04-22,65.5800
2019-04-23,66.3000
2019-04-24,65.8900
2019-04-25,65.2100
2019-04-26,63.3000
2019-04-29,63.5000
2019-04-30,63.9100
2019-05-01,63.6000
2019-05-02,61.8100
2019-05-03,61.9400
2019-05-06,62.2500
2019-05-07,61.4000
2019-05-08,62.1200
2019-05-09,61.7000
2019-05-10,61.6600
2019-05-13,61.0400
2019-05-14,61.7800
2019-05-15,62.0200
2019-05-16,62.9080
2019-05-17,62.8240
2019-05-20,63.1660
2019-05-21,63.1020
2019-05-22,61.4200
2019-05-23,57.9100
2019-05-24,58.6300
2019-05-28,59.1400
2019-05-29,58.8100
2019-05-30,56.5900
2019-05-31,53.5000
2019-06-03,53.2500
2019-06-04,53.4800
2019-06-05,51.6800
2019-06-06,52.5900
2019-06-07,53.9900
2019-06-10,53.2600
2019-06-11,53.2700
2019-06-12,51.1400
2019-06-13,52.2800
2019-06-14,52.5100
2019-06-17,51.9780
2019-06-18,53.9840
2019-06-19,53.8860
2019-06-20,56.9860
2019-06-21,57.4300
2019-06-24,57.9000
2019-06-25,57.8300
2019-06-26,59.3800
2019-06-27,59.4300
2019-06-28,58.4700
2019-07-01,59.0900
2019-07-02,56.2500
2019-07-03,57.3400
2019-07-05,57.5100
2019-07-08,57.6600
2019-07-09,57.8300
2019-07-10,60.4300
2019-07-11,60.2000
2019-07-12,60.2100
2019-07-15,59.5800
2019-07-16,57.6200
2019-07-17,56.8080
2019-07-18,55.3480
2019-07-19,55.7080
2019-07-22,56.2200
2019-07-23,56.7700
2019-07-24,55.8800
2019-07-25,56.0200
2019-07-26,56.2000
2019-07-29,56.8700
2019-07-30,58.0500
2019-07-31,58.5800
2019-08-01,53.9500
2019-08-02,55.6600
2019-08-05,54.6900
2019-08-06,53.6300
2019-08-07,51.0900
2019-08-08,52.5400
2019-08-09,54.5000
2019-08-12,54.9300
2019-08-13,57.1000
2019-08-14,55.2300
2019-08-15,54.4600
2019-08-16,54.8460
2019-08-19,56.1680
2019-08-20,56.1720
2019-08-21,55.6800
2019-08-22,55.3500
2019-08-23,54.1700
2019-08-26,53.6400
2019-08-27,54.9300
2019-08-28,55.7800
2019-08-29,56.7100
2019-08-30,55.1000
2019-09-03,53.9400
2019-09-04,56.2600
2019-09-05,56.3000
2019-09-06,56.5200
2019-09-09,57.8500
2019-09-10,57.4000
2019-09-11,55.7500
2019-09-12,55.0900
2019-09-13,54.8500
2019-09-16,62.9000
2019-09-17,59.2920
2019-09-18,58.0820
2019-09-19,58.1660
2019-09-20,58.0900
2019-09-23,58.6400
2019-09-24,57.2900
2019-09-25,56.4900
2019-09-26,56.4100
2019-09-27,55.9100
2019-09-30,54.0700
2019-10-01,53.6200
2019-10-02,52.6400
2019-10-03,52.4500
2019-10-04,52.8100
2019-10-07,52.7500
2019-10-08,52.6300
2019-10-09,52.5900
2019-10-10,53.5500
2019-10-11,54.7000
2019-10-14,53.5900
2019-10-15,52.8100
2019-10-16,53.3600
2019-10-17,53.9500
2019-10-18,53.8160
2019-10-21,53.4300
2019-10-22,54.4160
2019-10-23,55.9700
2019-10-24,56.2300
2019-10-25,56.6600
2019-10-28,55.8100
2019-10-29,55.5400
2019-10-30,55.0600
2019-10-31,54.1800
2019-11-01,56.2000
2019-11-04,56.5400
2019-11-05,57.2300
2019-11-06,56.3500
2019-11-07,57.1500
2019-11-08,57.2400
2019-11-11,56.8600
2019-11-12,56.8000
2019-11-13,57.1200
2019-11-14,56.7700
2019-11-15,57.7420
2019-11-18,57.0860
2019-11-19,55.2940
2019-11-20,57.0300
2019-11-21,58.5800
2019-11-22,57.7700
2019-11-25,58.0100
2019-11-26,58.4100
2019-11-27,58.1100
2019-11-29,55.1700
2019-12-02,55.9600
2019-12-03,56.1000
2019-12-04,58.4300
2019-12-05,58.4300
2019-12-06,59.2000
2019-12-09,59.0200
2019-12-10,59.2400
2019-12-11,58.7600
2019-12-12,59.1800
2019-12-13,60.0700
2019-12-16,60.1960
2019-12-17,60.9120
2019-12-18,60.8820
2019-12-19,61.1880
2019-12-20,60.4400
2019-12-23,60.5200
2019-12-24,61.1100
2019-12-26,61.6800
2019-12-27,61.7200
2019-12-30,61.6800
2019-12-31,61.0600
2020-01-02,61.1800
2020-01-03,63.0500
2020-01-06,63.2700
2020-01-07,62.7000
2020-01-08,59.6100
2020-01-09,59.5600
2020-01-10,59.0400
2020-01-13,58.0800
2020-01-14,58.2300
2020-01-15,57.8160
2020-01-16,58.5240
2020-01-17,58.5640
2020-01-21,58.3720
2020-01-22,56.7400
2020-01-23,55.5900
2020-01-24,54.1900
2020-01-27,53.1400
2020-01-28,53.4800
2020-01-29,53.3300
2020-01-30,52.1400
2020-01-31,51.5600
2020-02-03,50.1100
2020-02-04,49.6100
2020-02-05,50.7500
2020-02-06,50.9500
2020-02-07,50.3200
2020-02-10,49.5700
2020-02-11,49.9400
2020-02-12,51.1700
2020-02-13,51.4200
2020-02-14,52.1040
2020-02-18,52.1460
2020-02-19,53.4100
2020-02-20,53.8600
2020-02-21,53.3800
2020-02-24,51.4300
2020-02-25,49.9000
2020-02-26,48.7300
2020-02-27,47.0900
2020-02-28,44.7600
2020-03-02,46.7500
2020-03-03,47.1800
2020-03-04,46.7800
2020-03-05,45.9000
2020-03-06,41.2800
2020-03-09,31.1300
2020-03-10,34.3600
2020-03-11,32.9800
2020-03-12,31.5000
2020-03-13,31.7300
2020-03-16,28.7000
2020-03-17,27.0260
2020-03-18,20.5540
2020-03-19,25.6340
2020-03-20,22.5900
2020-03-23,23.3600
2020-03-24,24.0100
2020-03-25,24.4900
2020-03-26,22.6000
2020-03-27,21.5100
2020-03-30,20.0900
2020-03-31,20.4800
2020-04-01,20.3100
2020-04-02,25.3200
2020-04-03,28.3400
2020-04-06,26.0800
2020-04-07,23.6300
2020-04-08,25.0900
2020-04-09,22.7600
2020-04-13,22.4100
2020-04-14,20.1100
2020-04-15,19.8700
2020-04-16,21.0020
2020-04-17,20.9740
2020-04-21,11.2580
2020-04-22,13.7800
2020-04-23,16.5000
2020-04-24,16.9400
2020-04-27,12.7800
2020-04-28,12.3400
2020-04-29,15.0600
2020-04-30,18.8400
2020-05-01,19.7800
2020-05-04,20.3900
2020-05-05,24.5600
2020-05-06,23.9900
2020-05-07,23.5500
2020-05-08,24.7400
2020-05-11,24.1400
2020-05-12,25.7800
2020-05-13,25.2900
2020-05-14,27.6240
2020-05-15,29.4660
2020-05-18,31.7180
2020-05-19,32.0680
2020-05-20,33.4900
2020-05-21,33.9200
2020-05-22,33.2500
2020-05-26,34.3500
2020-05-27,32.8100
2020-05-28,33.7100
2020-05-29,35.4900
2020-06-01,35.4400
2020-06-02,36.8100
2020-06-03,37.2900
2020-06-04,37.4100
2020-06-05,39.5500
2020-06-08,38.1900
2020-06-09,38.9400
2020-06-10,39.6000
2020-06-11,36.3400
2020-06-12,36.2600
2020-06-15,37.1200
2020-06-16,38.3800
2020-06-17,38.0100
2020-06-18,38.9240
2020-06-19,39.7980
2020-06-22,40.6760
2020-06-23,40.3700
2020-06-24,38.0100
2020-06-25,38.7200
2020-06-26,38.4900
2020-06-29,39.7000
2020-06-30,39.2700
2020-07-01,39.8200
2020-07-02,40.6500
2020-07-06,40.6300
2020-07-07,40.6200
2020-07-08,40.9000
2020-07-09,39.6200
2020-07-10,40.5500
2020-07-13,40.1000
2020-07-14,40.2900
2020-07-15,41.2000
2020-07-16,40.7860
2020-07-17,40.6540
2020-07-20,40.8760
2020-07-21,41.9280
2020-07-22,41.9000
2020-07-23,41.0700
2020-07-24,41.2900
2020-07-27,41.6000
2020-07-28,41.0400
2020-07-29,41.2700
2020-07-30,39.9200
2020-07-31,40.2700
2020-08-03,41.0100
2020-08-04,41.7000
2020-08-05,42.1900
2020-08-06,41.9500
2020-08-07,41.2200
2020-08-10,41.9400
2020-08-11,41.6100
2020-08-12,42.6700
2020-08-13,42.2400
2020-08-14,42.0100
2020-08-17,42.9460
2020-08-18,42.9820
2020-08-19,43.0380
2020-08-20,42.7720
2020-08-21,42.3400
2020-08-24,42.6200
2020-08-25,43.3500
2020-08-26,43.3900
2020-08-27,43.0400
2020-08-28,42.9700
2020-08-31,42.6100
2020-09-01,42.7600
2020-09-02,41.5100
2020-09-03,41.3700
2020-09-04,39.7700
2020-09-08,36.7600
2020-09-09,38.0500
2020-09-10,37.3000
2020-09-11,37.3300
2020-09-14,37.2600
2020-09-15,38.2800
2020-09-16,40.1600
2020-09-17,41.0200
2020-09-18,41.1940
2020-09-21,39.4480
2020-09-22,39.7600
2020-09-23,39.9300
2020-09-24,40.3100
2020-09-25,40.2500
2020-09-28,40.6000
2020-09-29,39.2900
2020-09-30,40.2200
2020-10-01,38.7200
2020-10-02,37.0500
2020-10-05,39.2200
2020-10-06,40.6700
2020-10-07,39.9500
2020-10-08,41.1900
2020-10-09,40.6000
2020-10-12,39.4300
2020-10-13,40.2000
2020-10-14,41.0400
2020-10-15,41.0160
2020-10-16,40.9760
2020-10-19,40.9680
2020-10-20,41.6520
2020-10-21,40.0300
2020-10-22,40.6400
2020-10-23,39.8500
2020-10-26,38.5600
2020-10-27,39.5700
2020-10-28,37.3900
2020-10-29,36.1700
2020-10-30,35.7900
2020-11-02,36.8100
2020-11-03,37.6600
2020-11-04,39.1500
2020-11-05,38.7900
2020-11-06,37.1400
2020-11-09,40.2900
2020-11-10,41.3600
2020-11-11,41.4500
2020-11-12,41.1200
2020-11-13,40.1300
2020-11-16,41.3400
2020-11-17,41.4740
2020-11-18,41.8960
2020-11-19,41.8360
2020-11-20,42.3660
2020-11-23,43.0600
2020-11-24,44.9100
2020-11-25,45.7100
2020-11-27,45.5300
2020-11-30,45.3400
2020-12-01,44.5500
2020-12-02,45.2800
2020-12-03,45.6400
2020-12-04,46.2600
2020-12-07,45.7600
2020-12-08,45.6000
2020-12-09,45.5200
2020-12-10,46.7800
2020-12-11,46.5700
2020-12-14,46.9900
2020-12-15,47.6200
2020-12-16,47.8560
2020-12-17,48.4320
2020-12-18,49.1840
2020-12-21,47.9240
2020-12-22,47.0200
2020-12-23,48.1200
2020-12-24,48.2300
2020-12-28,47.6200
2020-12-29,48.0000
2020-12-30,48.4000
2020-12-31,48.5200
2021-01-04,47.6200
2021-01-05,49.9300
2021-01-06,50.6300
2021-01-07,50.8300
2021-01-08,52.2400
2021-01-11,52.2500
2021-01-12,53.2100
2021-01-13,52.9100
2021-01-14,53.5800
2021-01-15,52.3840
2021-01-19,52.9800
2021-01-20,53.2960
2021-01-21,53.1300
2021-01-22,52.2700
2021-01-25,52.7700
2021-01-26,52.6100
2021-01-27,52.8500
2021-01-28,52.3400
2021-01-29,52.2000
2021-02-01,53.5500
2021-02-02,54.7600
2021-02-03,55.6900
2021-02-04,56.2300
2021-02-05,56.8500
2021-02-08,57.9700
2021-02-09,58.3600
2021-02-10,58.6800
2021-02-11,58.2400
2021-02-12,59.4700
2021-02-16,60.0500
2021-02-17,61.1440
2021-02-18,60.5240
2021-02-19,59.2520
2021-02-22,61.6580
2021-02-23,61.6700
2021-02-24,63.2200
2021-02-25,63.5300
2021-02-26,61.5000
2021-03-01,60.6400
2021-03-02,59.7500
2021-03-03,61.2800
2021-03-04,63.8300
2021-03-05,66.0900
2021-03-08,65.0500
2021-03-09,64.0100
2021-03-10,64.4400
2021-03-11,66.0200
2021-03-12,65.6100
2021-03-15,65.3900
2021-03-16,64.8000
2021-03-17,64.6060
2021-03-18,60.0240
2021-03-19,61.4320
2021-03-22,61.5580
2021-03-23,57.7600
2021-03-24,61.1800
2021-03-25,58.5600
2021-03-26,60.9700
2021-03-29,61.5600
2021-03-30,60.5500
2021-03-31,59.1600
2021-04-01,61.4500
2021-04-05,58.6500
2021-04-06,59.3300
2021-04-07,59.7700
2021-04-08,59.6000
2021-04-09,59.3200
2021-04-12,59.7000
2021-04-13,60.1800
2021-04-14,63.1500
2021-04-15,63.4700
2021-04-16,63.1540
2021-04-19,63.4100
2021-04-20,62.6240
2021-04-21,61.3500
2021-04-22,61.4300
2021-04-23,62.1400
2021-04-26,61.9100
2021-04-27,62.9400
2021-04-28,63.8600
2021-04-29,65.0100
2021-04-30,63.5800
2021-05-03,64.4900
2021-05-04,65.6900
2021-05-05,65.6300
2021-05-06,64.7100
2021-05-07,64.9000
2021-05-10,64.9200
2021-05-11,65.2800
2021-05-12,66.0800
2021-05-13,63.8200
2021-05-14,65.3700
2021-05-17,66.2720
2021-05-18,65.4940
2021-05-19,63.3540
2021-05-20,61.9620
2021-05-21,63.5800
2021-05-24,66.0500
2021-05-25,66.0700
2021-05-26,66.2100
2021-05-27,66.8500
2021-05-28,66.3200
2021-06-01,67.7200
2021-06-02,68.8300
2021-06-03,68.8100
2021-06-04,69.6200
2021-06-07,69.2300
2021-06-08,70.0500
2021-06-09,69.9600
2021-06-10,70.2900
2021-06-11,70.9100
2021-06-14,70.8800
2021-06-15,72.1200
2021-06-16,72.1500
2021-06-17,70.9880
2021-06-18,71.5000
2021-06-21,73.3360
2021-06-22,72.8920
2021-06-23,73.0800
2021-06-24,73.3000
2021-06-25,74.0500
2021-06-28,72.9100
2021-06-29,72.9800
2021-06-30,73.4700
2021-07-01,75.2300
2021-07-02,75.1600
2021-07-05,75.1600
2021-07-06,73.3700
2021-07-07,72.2000
2021-07-08,72.9400
2021-07-09,74.5600
2021-07-12,74.1000
2021-07-13,75.2500
2021-07-14,73.1300
2021-07-15,71.5960
2021-07-16,71.7100
2021-07-19,66.3780
2021-07-20,67.2440
2021-07-21,70.3000
2021-07-22,71.9100
2021-07-23,72.0700
2021-07-26,71.9100
2021-07-27,71.6500
2021-07-28,72.3900
2021-07-29,73.6200
2021-07-30,73.9500
2021-08-02,71.2600
2021-08-03,70.5600
2021-08-04,68.1500
2021-08-05,69.0900
2021-08-06,68.2800
2021-08-09,66.4800
2021-08-10,68.2900
2021-08-11,69.2500
2021-08-12,69.0900
2021-08-13,68.4400
2021-08-16,67.2900
2021-08-17,66.5400
2021-08-18,65.3600
2021-08-19,63.5760
2021-08-20,62.1760
2021-08-23,65.6400
2021-08-24,67.5400
2021-08-25,68.3600
2021-08-26,67.4200
2021-08-27,68.7400
2021-08-30,69.2100
2021-08-31,68.5000
2021-09-01,68.5900
2021-09-02,69.9900
2021-09-03,69.2900
2021-09-06,69.2900
2021-09-07,68.3500
2021-09-08,69.3000
2021-09-09,68.1400
2021-09-10,69.7200
2021-09-13,70.4500
2021-09-14,70.4600
2021-09-15,72.6100
2021-09-16,72.5620
2021-09-17,71.9100
2021-09-20,70.2000
2021-09-21,70.5040
2021-09-22,72.2300
2021-09-23,73.3000
2021-09-24,73.9800
2021-09-27,75.4500
2021-09-28,75.2900
2021-09-29,74.8300
2021-09-30,75.0300
2021-10-01,75.8800
2021-10-04,77.6200
2021-10-05,78.9300
2021-10-06,77.4300
2021-10-07,78.3000
2021-10-08,79.3500
2021-10-11,80.5200
2021-10-12,80.6400
2021-10-13,80.4400
2021-10-14,81.3100
2021-10-15,82.1700
2021-10-18,82.1400
2021-10-19,82.6480
2021-10-20,83.5100
2021-10-21,82.5000
2021-10-22,83.7600
2021-10-25,83.7600
2021-10-26,84.6500
2021-10-27,82.6600
2021-10-28,82.8100
2021-10-29,83.5700
2021-11-01,84.0500
2021-11-02,83.9100
2021-11-03,80.8600
2021-11-04,78.8100
2021-11-05,81.2700
2021-11-08,81.9300
2021-11-09,84.1500
2021-11-10,81.3400
2021-11-11,81.5900
2021-11-12,80.7900
2021-11-15,80.8800
2021-11-16,80.5560
2021-11-17,78.0360
2021-11-18,78.6500
2021-11-19,75.9720
2021-11-22,76.7500
2021-11-23,78.5000
2021-11-24,78.3900
2021-11-26,68.1500
2021-11-29,69.9500
2021-11-30,66.1800
2021-12-01,65.5700
2021-12-02,66.5000
2021-12-03,66.2600
2021-12-06,69.4900
2021-12-07,72.0500
2021-12-08,72.3600
2021-12-09,70.9400
2021-12-10,71.6700
2021-12-13,71.2900
2021-12-14,70.7300
2021-12-15,70.8280
2021-12-16,72.2880
2021-12-17,70.7760
2021-12-20,68.5340
2021-12-21,71.1200
2021-12-22,72.7600
2021-12-23,73.7900
2021-12-24,73.7900
2021-12-26,73.7900
2021-12-27,75.5700
2021-12-28,75.9800
2021-12-29,76.5600
2021-12-30,76.9900
2021-12-31,75.2100
2022-01-03,76.0800
2022-01-04,76.9900
2022-01-05,77.8500
2022-01-06,79.4600
2022-01-07,78.9000
2022-01-10,78.2300
2022-01-11,81.2200
2022-01-12,82.6400
2022-01-13,82.1200
2022-01-14,83.7160
2022-01-18,85.1900
2022-01-19,86.2640
2022-01-20,85.8200
2022-01-21,85.1400
2022-01-24,83.3100
2022-01-25,85.6000
2022-01-26,87.3500
2022-01-27,86.6100
2022-01-28,86.8200
2022-01-31,88.1500
2022-02-01,88.2000
2022-02-02,88.2600
2022-02-03,90.2700
2022-02-04,92.3100
2022-02-07,91.3200
2022-02-08,89.3600
2022-02-09,89.6600
2022-02-10,89.8800
2022-02-11,93.1000
2022-02-14,95.4600
2022-02-15,92.0700
2022-02-16,93.6600
2022-02-17,91.4160
2022-02-18,90.7260
2022-02-21,90.5540
2022-02-22,91.9980
2022-02-23,92.1000
2022-02-24,92.8100
2022-02-25,91.5900
2022-02-28,95.7200
2022-03-01,103.4100
2022-03-02,110.6000
2022-03-03,107.6700
2022-03-04,115.6800
2022-03-07,119.4000
2022-03-08,123.7000
2022-03-09,108.7000
2022-03-10,106.0200
2022-03-11,109.3300
2022-03-14,103.0100
2022-03-15,96.4400
2022-03-16,95.0400
2022-03-17,102.7140
2022-03-18,104.0560
2022-03-21,110.8300
2022-03-22,109.7680
2022-03-23,114.9300
2022-03-24,112.3400
2022-03-25,113.9000
2022-03-28,105.9600
2022-03-29,104.2400
2022-03-30,107.8200
2022-03-31,100.2800
2022-04-01,99.2700
2022-04-04,103.2800
2022-04-05,101.9600
2022-04-06,96.2300
2022-04-07,96.0300
2022-04-08,98.2600
2022-04-11,94.2900
2022-04-12,100.6000
2022-04-13,104.2500
2022-04-14,106.8360
2022-04-15,106.9500
2022-04-18,107.9700
2022-04-19,102.2540
2022-04-20,102.3020
2022-04-21,103.7900
2022-04-22,102.0700
2022-04-25,98.5400
2022-04-26,101.7000
2022-04-27,102.0200
2022-04-28,105.3600
2022-04-29,104.6900
2022-05-02,105.1700
2022-05-03,102.4100
2022-05-04,107.8100
2022-05-05,108.2600
2022-05-06,109.7700
2022-05-09,103.0900
2022-05-10,99.7600
2022-05-11,105.7100
2022-05-12,106.1300
2022-05-13,110.4900
2022-05-16,114.2000
2022-05-17,111.8460
2022-05-18,108.5700
2022-05-19,110.8180
2022-05-20,110.8700
2022-05-23,110.2900
2022-05-24,109.7700
2022-05-25,110.3300
2022-05-26,114.0900
2022-05-27,115.0700
2022-05-31,114.6700
2022-06-01,115.2600
2022-06-02,116.8700
2022-06-03,118.8700
2022-06-06,118.5000
2022-06-07,119.4100
2022-06-08,122.1100
2022-06-09,121.5100
2022-06-10,120.6700
2022-06-13,120.9300
2022-06-14,118.9300
2022-06-15,115.3100
2022-06-16,117.1220
2022-06-17,108.9320
2022-06-20,108.6180
2022-06-21,109.7460
2022-06-22,106.1900
2022-06-23,104.2700
2022-06-24,107.6200
2022-06-27,106.3706
2022-06-28,110.0287
2022-06-29,111.8361
2022-06-30,109.5467
2022-07-01,105.9726
2022-07-04,108.1883
2022-07-05,110.3528
2022-07-06,101.0279
2022-07-07,98.2402
2022-07-08,102.4885
2022-07-11,104.4933
2022-07-12,103.0596
2022-07-13,94.5368
2022-07-14,95.5870
2022-07-15,96.4966
2022-07-18,97.2274
2022-07-19,104.2200
2022-07-20,102.2600
2022-07-21,96.2400
2022-07-22,94.7000
2022-07-25,96.1600
2022-07-26,95.6900
2022-07-27,98.0700
2022-07-28,97.4000
2022-07-29,98.6200
2022-08-01,93.7400
2022-08-02,93.9000
2022-08-03,91.1600
2022-08-04,87.8700
2022-08-05,89.0100
2022-08-08,90.5200
2022-08-09,90.4900
2022-08-10,91.4800
2022-08-11,93.9600
2022-08-12,92.4500
2022-08-15,92.4500
2022-08-16,86.8700
2022-08-17,87.6800
2022-08-18,90.7500
2022-08-19,90.7700
2022-08-22,90.2300
2022-08-23,93.7700
2022-08-24,95.2400
2022-08-25,92.9200
2022-08-26,93.0600
2022-08-29,96.7900
2022-08-30,91.9900
2022-08-31,89.2000
2022-09-01,87.0500
2022-09-02,86.8700
2022-09-05,89.0300
2022-09-06,86.7900
2022-09-07,81.9300
2022-09-08,82.9600
2022-09-09,86.7900
2022-09-12,88.0300
2022-09-13,87.6100
2022-09-14,88.9300
2022-09-15,84.5800
2022-09-16,85.1100
2022-09-19,85.6500
2022-09-20,84.4500
2022-09-21,82.8100
2022-09-22,83.5700
2022-09-23,78.7400
2022-09-26,76.7200
2022-09-27,78.5000
2022-09-28,81.7100
2022-09-29,81.6900
2022-09-30,79.4900
2022-10-03,83.3500
2022-10-04,86.4700
2022-10-05,88.1600
2022-10-06,88.8700
2022-10-07,92.6400
2022-10-10,90.8600
2022-10-11,88.6400
2022-10-12,87.2200
2022-10-13,89.0400
2022-10-14,85.6100
2022-10-17,85.9600
2022-10-18,83.7500
2022-10-19,85.9800
2022-10-20,85.9800
2022-10-21,85.0500
2022-10-24,84.9200
2022-10-25,84.7900
2022-10-26,88.2000
2022-10-27,88.5500
2022-10-28,87.9000
2022-10-31,86.1800
2022-11-01,88.6800
2022-11-02,88.9300
2022-11-03,87.9600
2022-11-04,92.6100
2022-11-07,91.7900
2022-11-08,88.9100
2022-11-09,85.8300
2022-11-10,86.4700
2022-11-11,88.8600
2022-11-14,85.8700
2022-11-15,86.8200
2022-11-16,85.5900
2022-11-17,81.6400
2022-11-18,80.0800
2022-11-21,79.7300
2022-11-22,80.9500
2022-11-23,77.9400
2022-11-24,77.9600
2022-11-25,76.5500
2022-11-28,77.2400
2022-11-29,78.9100
2022-11-30,80.5500
2022-12-01,81.4100
2022-12-02,80.3400
2022-12-05,76.9300
2022-12-06,74.4500
2022-12-07,72.0100
2022-12-08,71.7900
2022-12-09,71.5900
2022-12-12,73.3000
2022-12-13,75.3900
2022-12-14,77.2800
2022-12-15,76.3700
2022-12-16,74.5000
2022-12-19,75.6700
2022-12-20,76.0200
2022-12-21,78.4200
2022-12-22,78.2400
2022-12-23,79.3500
2022-12-26,79.5600
2022-12-27,79.8700
2022-12-28,78.9600
2022-12-29,78.7100
2022-12-30,80.5100
2023-01-02,80.2600
2023-01-03,77.2100
2023-01-04,72.8400
2023-01-05,73.6700
2023-01-06,73.7300
2023-01-09,74.6300
2023-01-10,74.7100
2023-01-11,77.7100
2023-01-12,78.3900
2023-01-13,80.0700
2023-01-16,78.8500
2023-01-17,80.1800
2023-01-18,79.4800
2023-01-19,80.5800
2023-01-20,81.4000
2023-01-23,81.6200
2023-01-24,80.2600
2023-01-25,80.1500
2023-01-26,81.0100
2023-01-27,79.3800
2023-01-30,77.9000
2023-01-31,78.8700
2023-02-01,76.7000
2023-02-02,76.0000
2023-02-03,73.2300
2023-02-06,74.4600
2023-02-07,77.5900
2023-02-08,78.4800
2023-02-09,77.6600
2023-02-10,79.7600
2023-02-13,79.1600
2023-02-14,78.8400
2023-02-15,78.5000
2023-02-16,78.4900
2023-02-17,76.3300
2023-02-20,77.1300
2023-02-21,76.0500
2023-02-22,73.9500
2023-02-23,75.3900
2023-02-24,76.4500
2023-02-27,75.6800
2023-02-28,77.0500
2023-03-01,77.6900
2023-03-02,77.8800
2023-03-03,79.8500
2023-03-06,80.4600
2023-03-07,77.5800
2023-03-08,76.4800
2023-03-09,75.7200
2023-03-10,76.6800
2023-03-13,74.6300
2023-03-14,71.9000
2023-03-15,68.2600
2023-03-16,68.2400
2023-03-17,66.7400
2023-03-20,67.4400
2023-03-21,69.3300
2023-03-22,69.9700
2023-03-23,69.5400
2023-03-24,69.2600
2023-03-27,72.8100
2023-03-28,73.7400
2023-03-29,72.8700
2023-03-30,74.3900
2023-03-31,75.6700
2023-04-03,80.4100
2023-04-04,81.0200
2023-04-05,80.5100
2023-04-06,80.7000
2023-04-07,80.7000
2023-04-10,79.8500
2023-04-11,81.4700
2023-04-12,83.1300
2023-04-13,82.2800
2023-04-14,82.5200
2023-04-17,80.8600
2023-04-18,80.9300
2023-04-19,78.8800
2023-04-20,77.2900
2023-04-21,77.8700
2023-04-24,78.5900
2023-04-25,77.0700
2023-04-26,74.4100
2023-04-27,74.7900
2023-04-28,76.7800
2023-05-01,75.6200
2023-05-02,71.6200
2023-05-03,67.2400
2023-05-04,68.7400
2023-05-05,71.3400
2023-05-08,73.0000
2023-05-09,73.6100
2023-05-10,72.8900
2023-05-11,71.3200
2023-05-12,70.0400
2023-05-15,71.4800
2023-05-16,70.6300
2023-05-17,72.6800
2023-05-18,71.9900
2023-05-19,71.5500
2023-05-22,71.9900
2023-05-23,73.8100
2023-05-24,74.2100
2023-05-25,71.7900
2023-05-26,72.6700
2023-05-29,72.9400
2023-05-30,69.5400
2023-05-31,67.6900
2023-06-01,70.0700
2023-06-02,71.7400
2023-06-05,71.9400
2023-06-06,71.7600
2023-06-07,72.4200
2023-06-08,70.8900
2023-06-09,70.1700
2023-06-12,67.3500
2023-06-13,69.4200
2023-06-14,68.5200
